College_id,College_name,survey_year,offers_scholarship,id,total_general_total,total_general_females,total_sc_total,total_sc_females,total_st_total,total_st_females,total_obc_total,total_obc_females,total_total_persons,total_total_females,total_remarks_id,pwd_general_total,pwd_general_females,pwd_sc_total,pwd_sc_females,pwd_st_total,pwd_st_females,pwd_obc_total,pwd_obc_females,pwd_total_persons,pwd_total_females,pwd_remarks_id,muslim_minority_general_total,muslim_minority_general_females,muslim_minority_sc_total,muslim_minority_sc_females,muslim_minority_st_total,muslim_minority_st_females,muslim_minority_obc_total,muslim_minority_obc_females,muslim_minority_total_persons,muslim_minority_total_females,muslim_minority_remarks_id,other_minority_general_total,other_minority_general_females,other_minority_sc_total,other_minority_sc_females,other_minority_st_total,other_minority_st_females,other_minority_obc_total,other_minority_obc_females,other_minority_total_persons,other_minority_total_females,other_minority_remarks_id,total_remark
51718,"CT Institute of Higher Studies, Jalandhar",2015,TRUE,4380548,0,0,171,111,0,0,12,9,183,120,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45459,"SHENBAGHA COLLEGE OF NURSING (Inst. Code - 317), CHENNAI",2015,TRUE,4656460,0,0,99,99,1,1,75,75,175,175,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45558,"SREE ABIRAMI HOSPITAL (P) LTD., (Inst. Code - 387), COIMBATORE",2015,TRUE,5320937,0,0,3,3,0,0,0,0,3,3,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45538,"SRI RAMAKRISHNA DENTAL COLLEGE AND HOSPITAL (Inst. Code - 204), COIMBATORE",2015,TRUE,5316865,0,0,22,18,3,2,62,49,87,69,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45445,"SRI SAIRAM AYURVEDA MEDICAL COLLEGE AND RESEARCH CENTRE (Inst. Code - 213), CHENNAI",2015,TRUE,4666298,0,0,18,13,0,0,37,27,55,40,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45444,"SRI SAIRAM HOMOEOPATHY MEDICAL COLLEGE (Inst. Code - 209), CHENNAI",2015,TRUE,5383639,1,1,13,11,0,0,34,29,48,41,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,3,3,3,NA,1,1,1,0,0,0,5,5,7,6,NA,NA
45596,"S.S.M. COLLEGE OF PHARMACY (Inst. Code - 345), ERODE",2015,TRUE,5095690,200,81,25,11,1,0,0,0,226,92,NA,0,0,0,0,0,0,0,0,0,0,NA,5,3,0,0,0,0,0,0,5,3,NA,1,0,0,0,0,0,0,0,1,0,NA,NA
45403,"STANLEY MEDICAL COLLEGE & HOSPITAL (Inst. Code - 002), CHENNAI",2015,TRUE,5495522,0,0,132,81,6,2,229,79,367,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
45457,"TAGORE DENTAL COLLEGE & HOSPITAL (Inst. Code - 273), CHENNAI",2015,TRUE,4703857,6,4,54,41,3,1,85,50,148,96,NA,0,0,0,0,0,0,0,0,0,0,NA,6,4,0,0,0,0,0,0,6,4,NA,0,0,0,0,0,0,2,2,2,2,NA,NA
45406,"THANJAVUR MEDICAL COLLEGE (Inst. Code - 005), THANJAVUR",2015,TRUE,5271610,0,0,9,4,2,2,64,11,75,17,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,4,2,4,2,NA,NA
45345,"SILIGURI COLLEGE OF COMMERCE, DARJEELING",2015,TRUE,4606561,12,4,176,26,25,5,18,4,231,39,NA,2,2,0,0,0,0,0,0,2,2,NA,4,1,0,0,0,0,0,0,4,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45364,"P D WOMENS COLLEGE, JALPAIGURI",2015,TRUE,4728988,314,314,1689,1689,81,81,407,407,2491,2491,NA,2,2,4,4,0,0,1,1,7,7,NA,304,304,0,0,0,0,276,276,580,580,NA,7,7,0,0,0,0,0,0,7,7,NA,NA
45365,"PARIMAL MITRA SMRITI MAHAVIDYALAYA, JALPAIGURI",2015,TRUE,4755084,231,96,723,392,1230,765,298,96,2482,1349,NA,6,3,0,0,0,0,0,0,6,3,NA,72,59,0,0,0,0,0,0,72,59,NA,26,16,0,0,0,0,0,0,26,16,NA,NA
45368,"VIVEKANANDA COLLEGE, JALPAIGURI",2015,TRUE,4394054,0,0,1487,899,96,50,209,112,1792,1061,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,69,31,69,31,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45350,"SURYA SEN MAHAVIDYALAYA, DARJEELING",2015,TRUE,4542722,35,11,0,0,0,0,19,6,54,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,35,11,0,0,0,0,0,0,35,11,NA,0,0,0,0,0,0,19,6,19,6,NA,NA
45388,"BLNL BOHRA COLLEGE, SAHIBGANJ",2015,TRUE,4835295,0,0,22,0,19,10,273,116,314,126,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,56,56,56,56,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
44926,"Agricultural College and Research Institute, Coimbatore",2015,TRUE,5352312,551,396,108,34,20,20,0,0,679,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
44918,"Agricultural College and Research Institute, Thoothukkudi",2015,TRUE,4303722,0,0,74,37,2,1,225,119,301,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
44925,"Agricultural College and Research Institute, Madurai",2015,TRUE,5110826,0,0,84,53,4,2,277,175,365,230,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
44929,"Agricultural Engineering College and Research Institute, Tiruchirappalli",2015,TRUE,4757363,12,1,92,56,4,4,158,76,266,137,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
44924,"Agricultural Engineering College and Research Institute, Coimbatore",2015,TRUE,4842050,0,0,45,26,1,0,148,96,194,122,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
44923,"Horticultural College and Research Institute, Coimbatore",2015,TRUE,4625949,NA,NA,NA,NA,NA,NA,NA,NA,79,54,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,Category-wise data not maintained
44922,"Horticultural College and Research Institute, Theni",2015,TRUE,5129430,0,0,54,35,4,1,209,138,267,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
45326,"NETAJI SUBHAS MAHAVIDYALAYA, COOCHBEHAR",2015,TRUE,4510747,256,155,1018,498,2,0,93,50,1369,703,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,61,30,61,30,NA,6,0,0,0,0,0,0,0,6,0,NA,NA
16674,VCSG College of Horticulture,2015,TRUE,5192816,26,7,13,4,6,1,9,0,54,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
45336,"KALIPADA GHOSH TARAI MAHAVIDYALAYA, DARJEELING",2015,TRUE,5459802,405,250,1664,1050,205,165,205,130,2479,1595,NA,0,0,0,0,0,0,0,0,0,0,NA,20,10,0,0,0,0,130,60,150,70,NA,8,3,0,0,0,0,0,0,8,3,NA,NA
45341,"GYANJYOTI COLLEGE, DARJEELING",2015,TRUE,4403732,1,1,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45342,"SALESIAN COLLEGE, DARJEELING",2015,TRUE,4988336,9,7,10,8,20,15,4,2,43,32,NA,0,0,0,0,0,0,0,0,0,0,NA,4,2,0,0,0,0,0,0,4,2,NA,0,0,2,2,20,15,1,1,23,18,NA,NA
45366,"SAHEED KSHUDIRAM COLLEGE, JALPAIGURI",2015,TRUE,4623156,0,0,1688,842,286,159,165,86,2139,1087,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45352,"ALIPURDUAR COLLEGE, JALPAIGURI",2015,TRUE,4934188,203,100,781,327,144,75,202,80,1330,582,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,22,4,22,4,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45353,"ACHARYA PRAFULLA CHANDRA ROY GOVERNMENT COLLEGE, SILIGURI, JALPAIGURI",2015,TRUE,4968207,10,10,91,50,10,5,1,0,112,65,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
11223,"Abhinav Education Society College of Engineering & Technology, Vaddwadi,",2015,TRUE,4488263,184,84,11,3,0,0,73,19,268,106,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
11097,"Deccan College of Interiar Design, Cosmos Commercial Complex, 3rd Floor,Station Road, New Shahupuri,",2015,TRUE,4564274,0,0,2,1,0,0,0,0,2,1,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45453,"BILROTH COLLEGE OF NURSING (Inst. Code - 259), CHENNAI",2015,TRUE,4519039,22,13,78,72,2,2,90,70,192,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,11,5,0,0,0,0,0,0,11,5,NA,11,8,0,0,0,0,0,0,11,8,NA,NA
45519,"CHERRAAN S COLLEGE OF NURSING (Inst. Code - 061), COIMBATORE",2015,TRUE,5401978,0,0,60,54,4,2,16,10,80,66,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45590,"DHARMARATHNAKARA Dr.N.MAHALINGAM INSTITUTE. OF PARAMEDICAL SCIENCES AND RESEARCH, COLLEGE OF NURSING (Inst. Code - 216), ERODE",2015,TRUE,4709506,0,0,77,65,1,1,51,48,129,114,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,2,3,2,NA,NA
45416,"MADRAS MEDICAL COLLEGE, COLLEGE OF PHARMACY (Inst. Code - 184), CHENNAI",2015,TRUE,4444045,0,0,54,33,0,0,174,102,228,135,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,1,2,1,NA,0,0,0,0,0,0,1,1,1,1,NA,NA
45414,"GOVERNMENT INSTITUTE OF REHABILITATION AND MEDICINE (Inst. Code - 036), CHENNAI",2015,TRUE,4472336,0,0,12,7,0,0,40,32,52,39,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45411,"GOVERNMENT SIDDHA MEDICAL COLLEGE (Inst. Code - 015), CHENNAI",2015,TRUE,5160916,1,1,18,12,0,0,16,14,35,27,NA,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,1,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45408,"GOVERNMENT UNANI MEDICAL COLLEGE (Inst. Code - 017), CHENNAI",2015,TRUE,4906813,33,27,0,0,0,0,0,0,33,27,NA,0,0,0,0,0,0,0,0,0,0,NA,33,27,0,0,0,0,0,0,33,27,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45534,"K.G. COLLEGE OF PHYSIOTHERAPY (Inst. Code - 144), COIMBATORE",2015,TRUE,4407804,0,0,22,20,4,4,16,12,42,36,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,4,4,0,0,4,4,NA,NA
45422,"K.K. COLLEGE OF PHARMACY (Inst. Code - 056), CHENNAI",2015,TRUE,4968830,0,0,44,24,4,0,56,38,104,62,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,0,0,5,2,6,3,NA,0,0,1,1,0,0,4,4,5,5,NA,NA
45520,"K.M.C.H. COLLEGE OF NURSING (Inst. Code - 078), COIMBATORE",2015,TRUE,4537209,0,0,54,54,4,4,109,109,167,167,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45528,"K.M.C.H. COLLEGE OF PHARMACY (Inst. Code - 114), COIMBATORE",2015,TRUE,4450445,0,0,5,2,0,0,91,43,96,45,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45420,"M.A. CHIDAMBARAM COLLEGE OF NURSING (Inst. Code - 050), CHENNAI",2015,TRUE,5087351,0,0,87,87,1,1,108,108,196,196,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45436,"MADHA COLLEGE OF PHYSIOTHERAPY (Inst. Code - 148), CHENNAI",2015,TRUE,4601301,0,0,39,29,0,0,0,0,39,29,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45454,"MADHA DENTAL COLLEGE AND HOSPITA (Inst. Code - 268)L, CHENNAI",2015,TRUE,5170689,1,1,46,30,0,0,35,22,82,53,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
36487,V.V.V. COLLEGE FOR WOMEN,2015,TRUE,4787669,0,0,387,387,1,1,1309,1309,1697,1697,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45409,"TAMIL NADU GOVERNMENT DENTAL COLLEGE AND HOSPITAL (Inst. Code - 020), CHENNAI",2015,TRUE,5437882,0,0,49,29,2,1,79,61,130,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,NA,3,3,3,3,1,NA
45354,"ANANDA CHANDRA COLLEGE, JALPAIGURI",2015,TRUE,4885184,0,0,1580,134,365,294,73,21,2018,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,48,3,48,3,NA,0,0,0,0,0,0,25,18,25,18,NA,NA
45288,"SRI RANGANATHAR INSTITUTE OF ENGINEERING AND TECHNOLOGY, COIMBATORE",2015,TRUE,5066301,110,5,52,13,2,1,0,0,164,19,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45320,"SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY, DINDIGUL",2015,TRUE,4539588,0,0,120,22,0,0,638,223,758,245,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,32,6,32,6,NA,0,0,0,0,0,0,28,7,28,7,NA,NA
33515,"Bharatiya Vidya Bhavans Hazarimal Somani College of Arts and Science Jayaramdas Patel College of Commerce and Management Studies, Chowpatty",2015,TRUE,4387770,0,0,150,77,0,0,117,52,267,129,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
11138,"Acharya Jawadekar Shikshanshastra Mahavidyalaya, GARGOTI",2015,TRUE,4450856,0,0,3,1,0,0,7,3,10,4,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45371,"VANAVARAYAR INSTITUTE OF AGRICULTURE, COIMBATORE",2015,TRUE,5190872,0,0,36,17,3,1,142,87,181,105,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,7,3,7,3,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45372,"THANTHAI ROEVER INSTITUTE OF AGRICULTURE AND RURAL DEVELOPMENT, PERAMBALUR",2015,TRUE,5190691,0,0,49,24,0,0,159,98,208,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
579,Dolat-Usha Institute of Applied Science & Dhiru-Sarla Institute of Management & Commerce,2015,TRUE,4383458,0,0,22,14,192,108,270,248,484,370,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45376,"PARLE TILAK VIDYALAYA ASSOCIATIONS INSTITUTE OF MANAGEMENT, CHITRAKAR KETKAR MARG",2015,TRUE,5035505,11,6,33,15,2,0,16,11,62,32,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,5,2,0,0,0,0,0,0,5,2,NA,NA
11026,"Padmabhushan Vasantraodada Patil Mahavidyalaya, KAVATHE-MAHANKAL",2015,TRUE,4267898,369,249,238,128,0,0,618,271,1225,648,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
11196,"Padmabhooshan Vasantraodada Patil Institute of Technology, BUDHAGAON",2015,TRUE,4283302,840,288,230,68,0,0,258,76,1328,432,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
17891,"D.N.R. School of Business Management, Balusumudi, Bhimavaram, PIN- 534 202. (CC-2L)",2015,TRUE,4705210,11,1,43,12,0,0,42,9,96,22,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,2,0,NA,NA
41359,"Shree Chanakya Education Society's Indira Global Bussiness School Address: Sr. No. 64,65, Gat no. 276, Parandwadi, Near Somatane Phata, Off Old Pune Mumbai Highway, Taluka- Maval District Pune 410506",2015,TRUE,4283907,8,2,15,6,1,0,23,4,47,12,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,1,1,NA,NA
42126,"Ahmednagar Jilha Maratha Vidya Prasarak Samaj's Ahmednagar Shri.Chhatrapati Shivaji Maharaj College of Engineering, Nepti, Address: Nepti Nagar Kalyan Road, Ahmednagar, Taluka: Ahmednagar, District: Ahmednagar",2015,TRUE,4381021,340,125,20,12,0,0,258,90,618,227,NA,1,1,0,0,0,0,1,1,2,2,NA,5,0,0,0,0,0,0,0,5,0,NA,1,0,0,0,0,0,0,0,1,0,NA,NA
45321,"COOCHBEHAR COLLEGE, COOCHBEHAR",2015,TRUE,4539038,465,200,890,216,24,13,416,98,1795,527,NA,0,0,0,0,0,0,0,0,0,0,NA,43,10,0,0,0,0,0,0,43,10,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
41484,"(A.B.M.S.) Akhil Bharatiya Maratha Shikshan Parishad's College of Engineering & Research Address: S. No. 103, Shahu College Campus, Parvati, Taluka: Pune (corporation Area) District: Pune - 411009",2015,TRUE,5124965,142,35,51,15,4,2,153,33,350,85,NA,0,0,0,0,0,0,0,0,0,0,NA,9,1,0,0,0,0,0,0,9,1,NA,7,0,0,0,0,0,0,0,7,0,NA,NA
11862,Rabin Mukherjee College,2015,TRUE,4652128,8,1,37,5,1,0,4,0,50,6,NA,0,0,0,0,0,0,0,0,0,0,NA,5,1,0,0,0,0,0,0,5,1,NA,3,0,0,0,0,0,0,0,3,0,NA,NA
45514,"AYURVEDA COLLEGE (Inst. Code - 019), SULAR, COIMBATORE",2015,TRUE,5193521,0,0,2,2,0,0,0,0,2,2,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45527,"CHERRAAN S COLLEGE OF PHYSIOTHERAPY (Inst. Code - 111), COIMBATORE",2015,TRUE,5496959,0,0,34,20,1,0,0,0,35,20,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,3,3,0,0,0,0,3,3,NA,NA
45513,"COIMBATORE MEDICAL COLLEGE (Inst. Code - 007), COIMBATORE",2015,TRUE,5086856,0,0,95,58,3,2,105,48,203,108,NA,0,0,0,0,0,0,4,1,4,1,NA,0,0,0,0,0,0,4,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45518,"SRI RAMAKRISHNA INSTITUTE OF PARAMEDICAL SCIENCES COLLEGE OF PHYSIOTHERAPY (Inst. Code - 038), COIMBATORE",2015,TRUE,5122086,0,0,27,17,0,0,62,40,89,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
45507,"ESI MEDICAL COLLEGE & ESI-PGIMSR (Inst. Code - 495), CHENNAI",2015,TRUE,5333873,1,0,9,1,0,0,2,1,12,2,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45524,"K.M.C.H. COLLEGE OF PHYSIOTHERAPY (Inst. Code - 100), COIMBATORE",2015,TRUE,4537479,0,0,19,12,0,0,41,29,60,41,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45526,"P.S.G. COLLEGE OF NURSING (Inst. Code - 109), COIMBATORE",2015,TRUE,5027069,0,0,44,37,2,1,107,94,153,132,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45515,"P.S.G. INSTITUTE OF MEDICAL SCIENCES & RESEARCH (Inst. Code - 012), COIMBATORE",2015,TRUE,4918940,0,0,27,7,1,0,38,11,66,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
45521,"R.V.S. COLLEGE OF PHARMACEUTICAL SCIENCES (Inst. Code - 079), COIMBATORE",2015,TRUE,4681522,21,9,16,10,1,0,18,5,56,24,NA,0,0,0,0,0,0,0,0,0,0,NA,21,9,0,0,0,0,0,0,21,9,NA,0,0,0,0,0,0,1,1,1,1,NA,NA
44990,"FACULTY OF PHARMACY, SRI SATSANGI SAKETDHAM RAM ASHRAM GROUP OF INSTITUTIONS (257), VADASMA",2015,TRUE,4774399,0,0,3,2,41,21,1,1,45,24,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45149,SUN INSTITUTE OF MANAGEMENT & TECHNOLOGY,2015,TRUE,5506381,8,3,200,52,1,1,6,2,215,58,NA,0,0,0,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45150,"VEERANGNA AVANTIBAI MAHAVIDYALAYA,KAHILIYA, HARDOI RD",2015,TRUE,4892653,260,120,180,80,0,0,266,177,706,377,NA,260,120,180,80,0,0,266,177,706,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
45151,"SHAFI DEGREE COLLEGE, BISALPUR",2015,TRUE,5299747,30,9,13,1,0,0,21,7,64,17,NA,0,0,0,0,0,0,0,0,0,0,NA,3,3,0,0,0,0,10,3,13,6,NA,2,2,0,0,0,0,0,0,2,2,NA,NA
45155,"LORD MAHAVEER COLLEGE OF LAW, BIJNA KASHIPUR ROAD",2015,TRUE,5609549,50,12,37,9,1,0,32,2,120,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,40,5,3,1,0,0,0,0,43,6,NA,1,0,0,0,0,0,0,0,1,0,NA,NA
45156,"UNIQUE COLLEGE OF LAW, NEAR CHAUDHARPUR, DELHI ROAD",2015,TRUE,4384058,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45373,"ADHIPARASAKTHI AGRICULTURAL COLLEGE, VELLORE",2015,TRUE,4464606,0,0,58,32,3,2,225,124,286,158,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45374,"COLLEGE OF AGRICULTURAL TECHNOLOGY, THENI",2015,TRUE,5188879,0,0,15,12,2,2,0,0,17,14,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45375,"INDIAN INSTITUTE OF CROP PROCESSING TECHNOLOGY, THANJAVUR",2015,TRUE,5155807,NA,NA,NA,NA,NA,NA,NA,NA,39,28,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,Category-wise data not maintained
45600,"ADHIPARASAKTHI COLLEGE OF PHARMACY (Inst. Code - 076), KANCHEEPURAM",2015,TRUE,4260763,0,0,37,16,0,0,85,39,122,55,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,1,2,1,NA,0,0,0,0,0,0,1,1,1,1,NA,NA
45597,"ADHIPARASAKTHI DENTAL COLLEGE AND HOSPITAL (Inst. Code - 197), KANCHEEPURAM",2015,TRUE,4889063,0,0,37,27,3,0,117,90,157,117,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
45531,"CHERRAAN S COLLEGE OF PHARMACY (Inst. Code - 116), COIMBATORE",2015,TRUE,5338053,0,0,19,7,0,0,0,0,19,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA
